,Type of property,Location,Postcode,immo code,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,Price2,Price_orig,Terrace2,Province,Region
998,house,roeselare,8800,10665089,324000,Sint-Petrus en Paulusstraat 17 bus 1,3,C,265.0,0,1,0,271,0,2,0,Good,0,0,0,1,1,0,Gas,324000,€324000,1,West-Vlaanderen,Flanders
999,house,roeselare,8800,10665088,349000,Sint-Petrus en Paulusstraat 17 bus 1,4,C,202.0,0,1,0,354,0,3,0,Good,0,0,0,0,2,0,Gas,349000,€349000,1,West-Vlaanderen,Flanders
1000,house,roeselare,8800,10665087,375000,Sint-Petrus en Paulusstraat 17 bus 1,4,B,156.0,0,1,0,320,0,3,0,Good,0,0,0,0,2,0,Gas,375000,€375000,1,West-Vlaanderen,Flanders
1003,house,wilsele,3012,10665068,375000,Leuvensesteenweg 417,3,F,614.0,0,1,0,779,0,4,1963,To renovate,0,1,0,0,0,0,Gas,375000,€375000,1,Vlaams-Brabant,Flanders
1004,house,wezembeek-oppem,1970,10665052,460000,Rue Archimède 41,3,D,389.0,0,1,20,187,45,2,1890,Good,0,1,0,0,2,Hyper equipped,Gas,460000,€460000,1,Vlaams-Brabant,Flanders
1005,house,lommel,3920,10665051,395000,Kapittelhof 22,4,C,237.0,0,0,0,1149,0,4,1989,Good,0,1,0,0,0,Hyper equipped,Gas,395000,€395000,0,Limburg,Flanders
1006,apartment,uccle,1180,10665048,365000,rue de la roche 6,2,G,437.0,0,1,20,0,0,0,0,0,0,1,0,0,1,USA installed,Gas,365000,€365000,1,Brussels Hoofdstedelijk Gewest,Brussels
1007,house,testelt,3272,10665046,289000,Kapittelhof 22,3,F,886.0,0,0,0,614,0,4,1960,To be done up,0,1,0,0,0,0,Fuel oil,289000,€289000,0,Vlaams-Brabant,Flanders
1008,apartment,kortrijk,8500,10665044,145000,Vanackerestraat 2,1,D,306.0,0,1,14,0,0,0,0,Good,0,1,0,0,1,0,Gas,145000,€145000,1,West-Vlaanderen,Flanders
1009,new-real-estate-project-apartments,berchem-sainte-agathe,1082,10664978,480000,Avenue Louise 200,0,B,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480000,€480000,0,Brussels Hoofdstedelijk Gewest,Brussels
1012,new-real-estate-project-apartments,woluwe-saint-pierre,1150,10664968,185000,Avenue Louise 200,0,C,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185000,€185000.Contact,0,Brussels Hoofdstedelijk Gewest,Brussels
1019,new-real-estate-project-apartments,forest,1190,10664902,378000,Avenue Louise 200,0,B,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378000,€378000,0,Brussels Hoofdstedelijk Gewest,Brussels
1020,house,ramillies,1367,10664896,425000,Ch. de Charleroi 95,3,D,337.0,0,1,0,1178,65,0,0,Just renovated,0,1,1,0,1,0,Fuel oil,425000,€425000,1,Brabant wallon,Wallonia
1021,house,walhain,1457,10664888,230000,Ch. de Charleroi 95,3,G,541.0,0,1,16,693,28,0,0,To restore,0,1,0,0,1,0,Fuel oil,230000,€230000,1,Brabant wallon,Wallonia
1022,house,walhain,1457,10664884,411000,Ch. de Charleroi 95,4,B,115.0,0,1,35,534,50,0,0,Good,0,2,1,0,1,0,0,411000,€411000,1,Brabant wallon,Wallonia
1023,town-house,wavre,1300,10664885,219000,Ch. de Charleroi 95,2,D,316.0,0,0,0,65,23,0,0,Good,0,1,0,0,2,0,Gas,219000,€219000,0,Brabant wallon,Wallonia
1024,house,sombreffe,5140,10664882,159000,Ch. de Charleroi 95,2,G,621.0,0,0,0,120,23,0,0,Good,0,1,0,0,1,0,Fuel oil,159000,€159000,0,Namur,Wallonia
1025,villa,perwez,1360,10664873,309000,Ch. de Charleroi 95,4,D,306.0,0,1,0,2754,17,4,0,Good,0,1,0,0,1,0,Gas,309000,€309000,1,Brabant wallon,Wallonia
1026,house,walhain,1457,10664854,395000,Ch. de Charleroi 95,4,B,115.0,0,1,36,450,25,0,0,Good,0,1,2,0,3,0,Gas,395000,€395000,1,Brabant wallon,Wallonia
1027,house,perwez,1360,10664850,269000,Ch. de Charleroi 95,4,E,385.0,0,1,0,374,22,0,0,Good,0,1,0,0,1,0,0,269000,€269000,1,Brabant wallon,Wallonia
1028,town-house,wavre,1300,10664846,219000,Ch. de Charleroi 95,2,D,322.0,0,0,0,65,24,0,0,Good,0,0,1,0,2,0,Gas,219000,€219000,0,Brabant wallon,Wallonia
1029,house,walhain,1457,10664844,358000,Ch. de Charleroi 95,4,B,115.0,0,1,32,266,25,0,0,Good,0,2,1,0,1,0,Gas,358000,€358000,1,Brabant wallon,Wallonia
1030,house,walhain,1457,10664843,545000,Ch. de Charleroi 95,5,B,115.0,0,1,59,858,60,0,0,Good,0,1,2,0,1,0,0,545000,€545000,1,Brabant wallon,Wallonia
1031,apartment,namur,5100,10664840,379000,Ch. de Charleroi 95,2,A,75.0,0,1,16,0,53,0,0,Good,0,0,1,0,1,0,0,379000,€379000,1,Namur,Wallonia
1034,apartment,berchem-sainte-agathe,1082,10664812,480000,Avenue Louise 200,4,B,70.0,0,1,25,0,38,4,2023,0,0,2,0,0,2,USA hyper equipped,Gas,480000,€480000,1,Brussels Hoofdstedelijk Gewest,Brussels
1035,apartment,berchem-sainte-agathe,1082,10664811,355000,Avenue Louise 200,2,B,70.0,0,1,7,0,30,4,2023,0,0,1,0,0,2,USA hyper equipped,Gas,355000,€355000,1,Brussels Hoofdstedelijk Gewest,Brussels
1036,flat-studio,berchem-sainte-agathe,1082,10664810,195000,Avenue Louise 200,0,B,70.0,0,0,0,0,26,4,2023,0,0,1,0,0,1,USA hyper equipped,Gas,195000,€195000,0,Brussels Hoofdstedelijk Gewest,Brussels
1037,flat-studio,woluwe-saint-pierre,1150,10664807,185000,Avenue Louise 200,0,C,115.0,0,0,0,0,27,2,0,0,0,1,0,0,1,Installed,Gas,185000,€185000,0,Brussels Hoofdstedelijk Gewest,Brussels
1038,flat-studio,woluwe-saint-pierre,1150,10664806,215000,Avenue Louise 200,0,C,115.0,0,1,5,0,27,2,0,0,0,1,0,0,1,Installed,Gas,215000,€215000,1,Brussels Hoofdstedelijk Gewest,Brussels
1039,flat-studio,woluwe-saint-pierre,1150,10664805,189500,Avenue Louise 200,0,C,115.0,0,0,0,0,25,2,0,0,0,1,0,0,1,Installed,Gas,189500,€189500,0,Brussels Hoofdstedelijk Gewest,Brussels
1040,apartment,forest,1190,10664804,25000,Avenue Louise 200,1,B,75.0,0,1,7,0,35,2,2023,0,0,1,0,0,0,USA hyper equipped,Gas,25000,€25.000.Sale,1,Brussels Hoofdstedelijk Gewest,Brussels
1041,flat-studio,forest,1190,10664803,207000,Avenue Louise 200,0,B,75.0,0,1,3,0,27,2,2023,0,0,0,0,0,0,USA hyper equipped,Gas,207000,€207000,1,Brussels Hoofdstedelijk Gewest,Brussels
1042,apartment,forest,1190,10664802,25000,Avenue Louise 200,3,B,75.0,0,1,10,0,42,2,2023,0,0,1,1,0,2,USA hyper equipped,Gas,25000,€25.000.,1,Brussels Hoofdstedelijk Gewest,Brussels
1043,apartment,forest,1190,10664801,25000,Avenue Louise 200,2,B,75.0,0,1,15,0,30,2,2023,0,0,1,0,0,0,USA hyper equipped,Gas,25000,€25000.,1,Brussels Hoofdstedelijk Gewest,Brussels
1044,house,neufch%C3%A2teau,6840,10664794,250000,"Avenue de la Gare, 171",11,D,286.0,0,0,0,665,0,2,1918,To renovate,0,3,0,1,0,0,Fuel oil,250000,€250000,0,Luxembourg,Wallonia
1045,apartment,antwerp,2000,10664791,695000,Vorstlaan 292,2,B,125.0,0,1,8,0,0,2,2018,As new,0,2,1,0,2,USA hyper equipped,Gas,695000,€695000,1,Antwerpen,Flanders
1046,house,brugge,8000,10664784,245000,Strandschelplaan 2,3,F,758.0,0,0,0,60,0,3,0,Good,0,1,0,0,1,0,0,245000,€245000,0,West-Vlaanderen,Flanders
1048,apartment,brugge,8310,10664782,185000,Strandschelplaan 2,1,B,162.0,0,1,0,0,0,0,0,Good,0,1,0,0,1,0,Gas,185000,€185000,1,West-Vlaanderen,Flanders
1049,house,wervik,8940,10664781,579000,Strandschelplaan 2,5,B,162.0,0,1,0,718,0,3,0,Just renovated,0,1,1,0,2,0,Gas,579000,€579000,1,West-Vlaanderen,Flanders
1050,house,oostende,8400,10664779,479000,Strandschelplaan 2,4,B,168.0,0,1,16,149,0,3,0,Good,0,1,0,0,3,0,0,479000,€479000,1,West-Vlaanderen,Flanders
1051,apartment,oostende,8400,10664773,425000,Strandschelplaan 2,1,B,112.0,0,1,7,0,74,0,0,Just renovated,0,0,1,0,1,0,Gas,425000,€425000,1,West-Vlaanderen,Flanders
1052,apartment,oostende,8400,10664770,339000,Strandschelplaan 2,3,C,292.0,0,1,10,0,30,0,0,Just renovated,0,3,2,0,1,0,0,339000,€339000,1,West-Vlaanderen,Flanders
1053,house,gouy-lez-pi%C3%A9ton,6181,10582397,129000,Place Communale 18,1,D,325.0,1,1,10,240,18,2,1950,To renovate,0,1,1,1,1,Installed,Electric,129000,€129000,1,Hainaut,Wallonia
1054,house,pont-%C3%A0-celles,6230,10658997,115000,Place Communale 18,1,D,325.0,1,1,10,240,18,2,1950,To renovate,0,1,1,1,1,Installed,Electric,115000,€115000,1,Hainaut,Wallonia
1055,house,sint-gillis-waas,9170,10664768,120000,Kerkstraat 2,1,F,636.0,0,1,10,90,0,2,1850,To renovate,0,1,0,0,1,Semi equipped,Gas,120000,€120000,1,Oost-Vlaanderen,Flanders
1057,apartment,edegem,2650,10664764,29000,Strijdersstraat 8,3,C,225.0,0,0,0,0,0,3,1973,To renovate,0,1,0,0,1,0,0,29000,€29.000.,0,Antwerpen,Flanders
1058,exceptional-property,galmaarden,1570,10664763,449000,Kerklaan 66/1,3,B,114.0,0,0,0,886,0,3,2011,0,0,1,1,0,2,Semi equipped,Gas,449000,€449000,0,Vlaams-Brabant,Flanders
1059,villa,mechelen,2800,10664758,747000,Dr. Persoonslaan 15 b,3,D,320.0,0,0,0,751,0,4,1949,Good,0,1,0,0,2,0,Gas,747000,€747000,0,Antwerpen,Flanders
1060,house,st-vith,4780,10664757,295000,Poteauerstrasse 90,3,G,530.0,0,0,0,2897,44,4,1875,0,0,1,0,0,2,Installed,Fuel oil,295000,€295000,0,Liï¿½ge,Wallonia
1061,apartment,eupen,4700,10664756,130000,Bergstrasse 44,2,C,218.0,0,0,0,0,0,0,1978,Good,0,1,0,0,0,Installed,Electric,130000,€130000,0,Liï¿½ge,Wallonia
1062,house,ekeren,2180,10664755,328000,Veltwijcklaan 5,3,C,235.0,0,1,12,194,30,2,1969,Good,0,1,0,0,2,Semi equipped,Gas,328000,€328000,1,Antwerpen,Flanders
1063,house,gent,9000,10664753,313000,Antwerpsesteenweg 211,4,D,363.0,0,0,0,49,25,0,0,Good,0,2,2,0,2,Installed,Gas,313000,€313000,0,Oost-Vlaanderen,Flanders
1064,house,wondelgem,9032,10664752,323000,Antwerpsesteenweg 211,3,C,267.0,0,0,0,184,22,2,0,Just renovated,0,0,1,1,2,Not installed,Gas,323000,€323000,0,Oost-Vlaanderen,Flanders
1065,house,gent,9000,10664751,367000,Antwerpsesteenweg 211,3,E,433.0,0,1,14,160,44,2,0,To renovate,0,1,0,0,1,Semi equipped,Gas,367000,€367000,1,Oost-Vlaanderen,Flanders
1066,house,leopoldsburg,3970,10664750,460000,Koolmijnlaan 147,6,B,156.0,0,0,0,811,0,4,1957,0,0,2,0,0,0,0,Gas,460000,€460000,0,Limburg,Flanders
1067,mixed-use-building,liege,4020,10664745,235000,Rue de la Station 3,0,D,314.0,0,0,0,0,0,2,0,Good,0,0,3,0,4,0,0,235000,€235000,0,Liï¿½ge,Wallonia
1068,house,godinne,5530,10664742,395000,Rue Notre Dame 130,4,F,444.0,0,1,50,1294,24,4,1964,0,0,1,1,0,3,Semi equipped,Fuel oil,395000,€395000,1,Namur,Wallonia
1069,house,tienen,3300,10664739,255000,Tiensesteenweg 140 D,2,C,256.0,0,1,39,400,25,2,1930,Good,0,1,0,0,2,Installed,Gas,255000,€255000,1,Vlaams-Brabant,Flanders
1071,house,tournai,7500,10664732,650000,Avenue de Maire 202,4,D,271.0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,Fuel oil,650000,€650000,0,Hainaut,Wallonia
1072,ground-floor,woluwe-saint-pierre,1150,10664730,275000,Rue Archimède 17,1,G,401.0,0,0,0,0,20,2,1934,To be done up,0,1,0,0,0,0,Gas,275000,€275000,0,Brussels Hoofdstedelijk Gewest,Brussels
1073,apartment-block,liege,4000,10664726,349000,"Boulevard d'Avroy, 55",2,B,145.0,0,0,0,44,0,2,0,0,0,1,0,0,0,0,Gas,349000,€349000,0,Liï¿½ge,Wallonia
1074,house,tienen,3300,10664721,239000,Leuvensestraat 70,3,B,155.0,0,0,0,70,20,2,0,Good,0,2,0,0,3,Installed,Gas,239000,€239000,0,Vlaams-Brabant,Flanders
1075,house,zwevegem,8550,10664716,269000,Hulstedorp 18,3,B,197.0,0,1,0,171,0,0,0,As new,0,0,0,0,1,Hyper equipped,Gas,269000,€269000,1,West-Vlaanderen,Flanders
1076,villa,hamme-mille,1320,10664715,550000,"Avenue des Combattants, 9",4,D,270.0,0,0,0,1398,44,4,1974,0,0,1,1,0,0,Installed,Fuel oil,550000,€550000,0,Brabant wallon,Wallonia
1077,apartment,tournai,7500,10664712,239000,Impasse Saint-Paul 16,2,A,64.0,0,1,12,0,55,0,0,As new,0,1,0,0,1,Installed,0,239000,€239000,1,Hainaut,Wallonia
1078,house,rocourt,4000,10664711,365000,Avenue Franklin Roosevelt 22A,5,E,416.0,0,1,33,194,36,2,1947,0,0,1,0,0,2,Installed,Fuel oil,365000,€365000,1,Liï¿½ge,Wallonia
1079,house,mons,7000,10664706,125000,Rue de Nimy 31A/0-1,2,C,250.0,0,1,5,0,0,2,0,0,0,1,0,0,1,0,Gas,125000,€125000,1,Hainaut,Wallonia
1080,house,namur,7100,10664698,325000,Rue de Nimy 31A/0-1,3,D,295.0,0,1,50,245,15,2,0,0,0,2,1,0,2,Installed,Gas,325000,€325000,1,Hainaut,Wallonia
1081,house,bulskamp,8630,10664691,475000,Noordstraat 10,5,B,155.0,0,1,0,453,0,3,0,Good,0,1,0,0,2,Installed,Fuel oil,475000,€475000,1,West-Vlaanderen,Flanders
1083,house,oostende,8400,10664680,215000,Alfons Pieterslaan 47,3,F,603.0,0,1,0,211,0,2,1935,To be done up,0,1,0,0,2,Installed,Gas,215000,€215000,1,West-Vlaanderen,Flanders
1085,bungalow,limal,1300,10664676,336000,Boulevard de l'Europe 2-1,3,E,422.0,0,0,0,0,0,0,0,0,0,1,0,0,0,Semi equipped,Gas,336000,€336000,0,Brabant wallon,Wallonia
1086,house,sart-risbart,1315,10664671,395000,Rue du Bosquet 29,2,E,396.0,0,1,15,445,45,2,0,0,0,1,0,0,2,Installed,Fuel oil,395000,€395000,1,Brabant wallon,Wallonia
1087,house,nethen,1390,10664670,495000,Rue du Bosquet 29,4,E,420.0,0,1,0,1175,40,4,0,0,0,1,0,0,1,Semi equipped,Fuel oil,495000,€495000,1,Brabant wallon,Wallonia
1088,house,velaines,7760,10664669,330000,Chaussée de Renaix 55,3,E,387.0,0,1,36,900,0,4,0,Just renovated,0,1,1,0,2,0,0,330000,€330000,1,Hainaut,Wallonia
1090,ground-floor,ixelles,1050,10664662,319000,"Avenue des Cerisiers, 95",1,D,179.0,0,0,0,0,25,2,1879,Just renovated,0,1,1,0,2,Semi equipped,0,319000,€319000,0,Brussels Hoofdstedelijk Gewest,Brussels
1091,apartment,ixelles,1050,10664661,231000,"Avenue des Cerisiers, 95",1,F,296.0,0,0,0,0,25,2,1879,To be done up,0,1,1,0,1,Semi equipped,0,231000,€231000,0,Brussels Hoofdstedelijk Gewest,Brussels
1092,ground-floor,ixelles,1050,10664660,319000,"Avenue des Cerisiers, 95",1,D,179.0,0,0,0,0,25,2,1879,Just renovated,0,1,1,0,2,Semi equipped,0,319000,€319000,0,Brussels Hoofdstedelijk Gewest,Brussels
1094,apartment,athus,6791,10664656,189000,Rue des Etangs 28,1,F,468.0,0,0,0,0,19,2,0,Good,0,1,0,0,1,Installed,0,189000,€189000,0,Luxembourg,Wallonia
1095,manor-house,habay,6720,10664655,539000,Rue des Etangs 28,4,C,195.0,0,0,0,6200,0,0,2012,Good,0,2,0,0,1,0,Gas,539000,€539000,0,Luxembourg,Wallonia
1096,manor-house,nothomb,6717,10664653,349000,Rue des Etangs 28,2,G,651.0,0,0,0,793,23,0,0,To renovate,0,1,0,0,1,0,Wood,349000,€349000,0,Luxembourg,Wallonia
1097,apartment-block,halanzy,6792,10664651,725000,Rue des Etangs 28,0,C,231.0,0,0,0,0,0,3,1978,To renovate,0,0,0,0,0,0,Fuel oil,725000,€725000,0,Luxembourg,Wallonia
1098,house,athus,6791,10664650,339000,Rue des Etangs 28,4,E,345.0,0,0,0,338,0,3,1950,Good,0,1,0,1,2,0,Fuel oil,339000,€339000,0,Luxembourg,Wallonia
1099,house,aubange,6790,10664648,449000,Rue des Etangs 28,3,G,553.0,0,0,0,2100,0,0,0,To be done up,0,0,0,0,0,Installed,Fuel oil,449000,€449000,0,Luxembourg,Wallonia
1100,flat-studio,woluwe-saint-lambert,1200,10664647,106000,Chemin des Sages 7,1,E,228.0,0,0,0,0,0,0,1990,0,0,0,1,0,0,0,0,106000,€106000,0,Brussels Hoofdstedelijk Gewest,Brussels
1101,house,putte,2580,10664636,1250000,Mechelbaan 509,5,A+,-3.0,0,1,0,2276,0,4,0,0,0,3,0,0,0,Installed,0,1250000,€1250000,1,Antwerpen,Flanders
1102,apartment,lanaken,3620,10664635,209000,Lapzeisstraat 38,2,C,281.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,209000,€209000,0,Limburg,Flanders
1103,apartment,tournai,7500,10664633,239000,Boulevard Delwart 11,2,A,64.0,0,1,12,0,55,0,0,0,0,0,0,0,0,0,0,239000,€239000,1,Hainaut,Wallonia
1105,house,wierde,5100,10664631,309000,Chaussee de Marche 488,3,F,459.0,0,1,24,846,24,4,1988,0,0,1,0,0,1,Installed,Fuel oil,309000,€309000,1,Namur,Wallonia
1106,ground-floor,sint-agatha-berchem,1082,10664630,249000,av. Charles-quint 124,2,F,324.0,0,1,30,0,0,2,2010,Good,0,1,0,1,1,Installed,Electric,249000,€249000,1,Brussels Hoofdstedelijk Gewest,Brussels
1107,ground-floor,molenbeek-saint-jean,1080,10664629,249000,av. Charles-quint 124,2,F,324.0,0,1,30,0,0,2,2010,Good,0,1,0,1,1,Installed,Electric,249000,€249000,1,Brussels Hoofdstedelijk Gewest,Brussels
1110,house,gent,9000,10664602,235000,Sluizeken 16,1,F,579.0,0,0,0,902,20,2,0,Good,0,1,0,0,1,Installed,Electric,235000,€235000,0,Oost-Vlaanderen,Flanders
1111,apartment,zelzate,9060,10664601,324000,Franz Wittoucklaan 31,3,C,222.0,0,1,0,0,0,2,1976,To be done up,0,1,1,0,2,Semi equipped,Fuel oil,324000,€324000,1,Oost-Vlaanderen,Flanders
1113,apartment,anderlecht,1070,10664593,149000,Rue de Neerpede 370,1,E,274.0,0,1,10,0,19,4,0,Just renovated,0,0,0,0,1,Semi equipped,Gas,149000,€149000,1,Brussels Hoofdstedelijk Gewest,Brussels
1114,house,sint-katherina-lombeek,1742,10664592,319000,Molenstraat 1,3,D,397.0,0,1,63,420,25,3,1930,As new,0,1,0,0,2,Installed,Fuel oil,319000,€319000,1,Vlaams-Brabant,Flanders
1115,exceptional-property,sivry-rance,6470,10664591,250000,427 A chaussée de Thuin,6,F,440.0,0,1,0,10490,0,4,0,To renovate,0,0,0,0,0,0,0,250000,€250000,1,Hainaut,Wallonia
1116,apartment-block,bruxelles,1000,10664590,690000,Rue de Tervaete 35,6,F,288.0,0,0,0,90,0,0,1912,Good,0,0,0,0,0,0,0,690000,€690000,0,Brussels Hoofdstedelijk Gewest,Brussels
1117,house,langdorp,3201,10664582,548000,Theofiel De Biestraat 11,4,C,213.0,0,0,0,5570,0,4,1938,Just renovated,0,2,0,0,3,Installed,Gas,548000,€548000,0,Vlaams-Brabant,Flanders
1118,house,deinze,9800,10664581,395000,Tieltsesteenweg 24,3,A,83.0,0,1,0,410,0,3,2020,As new,0,1,1,0,2,Installed,Gas,395000,€395000,1,Oost-Vlaanderen,Flanders
1119,house,brugge,8000,10664580,419000,Tategemstraat 30,3,B,122.0,0,1,70,0,37,3,0,Good,0,1,0,1,2,Hyper equipped,Gas,419000,€419000,1,West-Vlaanderen,Flanders
1120,house,mouscron,7700,10664574,429000,Rue de Courtrai 28,3,F,467.0,0,0,0,650,38,4,1960,0,0,1,0,0,2,Installed,Fuel oil,429000,€429000,0,Hainaut,Wallonia
1122,house,assebroek,8310,10664567,275000,Generaal Lemanlaan 202,3,E,401.0,0,1,25,257,37,2,1933,To be done up,0,1,0,1,2,Installed,Gas,275000,€275000,1,West-Vlaanderen,Flanders
1123,house,auderghem,1160,10639385,740000,Rue d'Alost 7,4,G,366.0,0,1,0,151,25,2,1931,Just renovated,0,3,0,1,4,Installed,Electric,740000,€740000,1,Brussels Hoofdstedelijk Gewest,Brussels
1127,apartment,roeselare,8800,10664564,145000,"Yv. Serruysstraat, 22",1,C,283.0,0,1,0,0,0,2,0,Good,0,1,0,0,1,Installed,Electric,145000,€145000,1,West-Vlaanderen,Flanders
1128,house,roeselare,8800,10664563,100000,"Yv. Serruysstraat, 22",2,C,283.0,0,1,0,0,0,2,0,Good,0,1,0,0,1,Installed,0,100000,€100000,1,West-Vlaanderen,Flanders
1129,house,deerlijk,8540,10664561,210000,Stationsstraat 18,3,B,193.0,0,1,0,235,0,2,0,Good,0,1,0,0,2,Installed,Gas,210000,€210000,1,West-Vlaanderen,Flanders
1130,house,manage,7170,10664559,145000,Rue de Jolimont 146,2,D,288.0,0,1,10,135,0,2,0,To be done up,0,1,0,0,1,Semi equipped,Gas,145000,€145000,1,Hainaut,Wallonia
1131,apartment,menen,8930,10664554,229000,Vanackerestraat 2,3,F,764.0,0,1,0,0,0,0,0,Good,0,1,0,0,1,0,Gas,229000,€229000,1,West-Vlaanderen,Flanders
1132,house,libin,6890,10570810,249000,Rue du Commerce 25,4,D,279.0,0,1,55,1200,0,4,1874,To be done up,0,1,1,0,2,0,Fuel oil,249000,€249000,1,Luxembourg,Wallonia
1133,villa,honnelles,7387,10421066,395000,Rue Grande 92,3,E,371.0,0,0,0,1512,20,4,0,Good,0,1,0,1,0,0,Fuel oil,395000,€395000,0,Hainaut,Wallonia
1134,house,eghez%C3%A9e,5310,10664544,525000,Chaussée de Huy 231,4,C,206.0,0,1,60,1900,50,4,1918,Just renovated,0,2,0,1,2,0,0,525000,€525000,1,Namur,Wallonia
1135,house,wijnegem,2110,10664536,599000,Merksemsebaan 2B,3,A,13.0,0,0,0,411,0,3,2023,As new,0,2,1,0,2,Hyper equipped,Gas,599000,€599000,0,Antwerpen,Flanders
1136,house,wervik,8940,10664532,215000,Hulstedorp 18,3,D,319.0,0,1,0,233,0,2,0,Good,0,0,0,0,2,Installed,Gas,215000,€215000,1,West-Vlaanderen,Flanders
1137,flat-studio,antwerp,2170,10331447,119000,Sint Cordulastraat 19/1,1,C,259.0,0,0,0,0,22,2,1978,To renovate,0,1,0,0,1,Semi equipped,Gas,119000,€119000,0,Antwerpen,Flanders
1138,house,berchem,2600,10664525,249000,Gitschotellei 106,3,F,508.0,0,0,0,102,25,2,0,To renovate,0,1,0,0,0,Semi equipped,Gas,249000,€249000,0,Antwerpen,Flanders
1139,house,rebecq,1430,10664518,197500,Avenue Alphonse Allard 288,3,G,573.0,0,0,0,274,22,2,0,To renovate,0,1,0,0,0,0,Gas,197500,€197500,0,Brabant wallon,Wallonia
1140,house,schaerbeek,1030,10664517,359000,Chaussée de Helmet  239,4,F,292.0,0,0,0,6,0,2,0,0,0,1,1,0,2,Installed,Gas,359000,€359000,0,Brussels Hoofdstedelijk Gewest,Brussels
1141,house,olen,2250,10664514,465000,Fraikinstraat 7,3,D,332.0,0,0,0,814,64,4,1982,Good,0,1,0,1,0,0,Gas,465000,€465000,0,Antwerpen,Flanders
1142,house,haaltert,9450,10664510,125000,Steenweg op Aalst 96,2,F,1112.0,0,0,0,160,20,4,0,To renovate,0,0,0,0,1,Semi equipped,0,125000,€125000,0,Oost-Vlaanderen,Flanders
1143,apartment,lommel,3920,10664507,279000,Kapittelhof 22,2,D,326.0,0,1,0,0,0,2,1996,Good,0,1,0,0,0,Hyper equipped,Gas,279000,€279000,1,Limburg,Flanders
1144,house,liedekerke,1770,10664506,359000,"Ninoofsesteenweg, 255",3,F,672.0,0,0,0,3025,33,3,1957,To be done up,0,1,0,0,0,0,Gas,359000,€359000,0,Vlaams-Brabant,Flanders
1145,house,malderen,1840,10664501,485000,Grote Baan 137,4,B,196.0,0,0,0,634,36,4,1969,Good,0,2,0,0,2,Installed,0,485000,€485000,0,Vlaams-Brabant,Flanders
1146,house,heist-aan-zee,8301,10664499,374000,Natiënlaan 199,4,C,280.0,0,1,0,220,0,2,0,0,0,1,0,0,2,Installed,0,374000,€374000,1,West-Vlaanderen,Flanders
1147,house,knokke,8300,10664498,229000,Natiënlaan 199,3,C,279.36,0,1,0,244,0,2,1951,Good,0,1,0,0,1,Installed,0,229000,€229000,1,West-Vlaanderen,Flanders
1148,house,aalst,9300,10655121,259000,Begijnhofdries 31,3,C,238.0,0,0,0,148,0,2,0,0,0,1,0,0,1,0,0,259000,€259000,0,Oost-Vlaanderen,Flanders
1149,apartment,geraardsbergen,9500,10664496,180000,"Repingestraat, 32",2,C,233.0,0,0,0,0,30,2,0,0,0,1,0,0,1,0,Electric,180000,€180000,0,Oost-Vlaanderen,Flanders
1150,house,gent,9000,10664494,395000,Kortrijksesteenweg 457,3,F,598.0,0,0,0,111,0,0,1918,To be done up,0,2,0,0,0,0,0,395000,€395000,0,Oost-Vlaanderen,Flanders
1151,house,sint-niklaas,9112,10664493,399500,Casinostraat 3,2,D,366.0,0,1,0,740,0,4,1944,Good,0,1,0,0,2,0,0,399500,€399500,1,Oost-Vlaanderen,Flanders
1154,house,sint-truiden,3800,10664490,325000,Hoogstraat 6,3,A,26.0,0,1,21,217,34,0,2021,Good,0,1,0,0,2,0,Gas,325000,€325000,1,Limburg,Flanders
1155,apartment,borgerhout,2140,10662924,185000,Sint-Jansvliet 5,1,B,145.0,0,0,0,0,0,2,1900,Just renovated,0,1,0,0,0,Semi equipped,Gas,185000,€185000,0,Antwerpen,Flanders
1156,house,diksmuide,8600,10471674,165000,Langestraat 62,4,F,653.0,0,0,0,165,57,3,1930,0,0,1,0,0,2,0,0,165000,€165000,0,West-Vlaanderen,Flanders
1157,house,diksmuide,8600,10471673,525000,Langestraat 62,4,C,291.0,0,0,0,760,82,3,1930,0,0,4,0,0,5,Installed,0,525000,€525000,0,West-Vlaanderen,Flanders
1158,bungalow,de%20haan,8420,10664488,559000,Koninklijkebaan 19,3,C,210.0,0,1,0,927,30,4,1977,Good,0,1,0,0,1,Installed,0,559000,€559000,1,West-Vlaanderen,Flanders
1159,apartment,aartrijke,8211,10618627,315000,Marktstraat 20 b1,2,B,180.0,0,1,44,0,44,2,2010,0,0,1,0,0,2,Installed,0,315000,€315000,1,West-Vlaanderen,Flanders
1160,flat-studio,gent,9000,10664487,189000,Koning Albertlaan 18,0,C,213.0,0,0,0,0,0,2,1985,As new,0,1,1,0,1,Installed,Gas,189000,€189000,0,Oost-Vlaanderen,Flanders
